user_id,signup_day,subscription_tier,device,acquisition_channel,signup_cohort_month
1561,378,Ad-Supported,Mobile,Telco-Bundle,12
1562,343,Premium,Mobile,Paid-Social,11
1563,263,Premium,Mobile,Referral,8
1564,151,Premium,Mobile,Paid-Social,5
1565,80,Ad-Supported,Tablet,Organic,2
1566,340,Ad-Supported,Mobile,Organic,11
1567,314,Ad-Supported,CTV,Paid-Social,10
1568,97,Ad-Supported,Web,Paid-Social,3
1569,236,Ad-Supported,Mobile,Organic,7
1570,247,Premium,Mobile,Paid-Social,8
1571,191,Premium,Mobile,Referral,6
1572,370,Premium,CTV,Paid-Social,12
1573,50,Ad-Supported,Mobile,Telco-Bundle,1
1574,103,Ad-Supported,CTV,Organic,3
1575,38,Ad-Supported,Mobile,Telco-Bundle,1
1576,277,Ad-Supported,Mobile,Organic,9
1577,257,Premium,Mobile,Paid-Social,8
1578,394,Ad-Supported,Mobile,Organic,13
1579,217,Premium,Mobile,Organic,7
1580,61,Ad-Supported,Tablet,Organic,2
1581,180,Premium,Mobile,Organic,6
1582,36,Premium,CTV,Telco-Bundle,1
1583,268,Ad-Supported,CTV,Organic,8
1584,270,Premium,CTV,Referral,9
1585,343,Ad-Supported,CTV,Paid-Social,11
1586,136,Premium,Mobile,Organic,4
1587,124,Premium,CTV,Paid-Social,4
1588,29,Premium,Mobile,Organic,0
1589,166,Premium,Web,Telco-Bundle,5
1590,190,Ad-Supported,Mobile,Organic,6
1591,302,Premium,CTV,Telco-Bundle,10
1592,301,Premium,CTV,Organic,10
1593,56,Ad-Supported,CTV,Organic,1
1594,114,Ad-Supported,Mobile,Organic,3
1595,205,Premium,CTV,Telco-Bundle,6
1596,134,Premium,CTV,Paid-Social,4
1597,11,Ad-Supported,Mobile,Referral,0
1598,338,Premium,Mobile,Paid-Social,11
1599,292,Premium,Mobile,Organic,9
1600,208,Ad-Supported,Mobile,Telco-Bundle,6
1601,127,Ad-Supported,Web,Paid-Social,4
1602,337,Ad-Supported,Mobile,Telco-Bundle,11
1603,15,Premium,CTV,Paid-Social,0
1604,179,Ad-Supported,CTV,Telco-Bundle,5
1605,320,Ad-Supported,CTV,Organic,10
1606,381,Premium,CTV,Referral,12
1607,101,Premium,CTV,Organic,3
1608,260,Premium,CTV,Telco-Bundle,8
1609,76,Ad-Supported,Mobile,Organic,2
1610,47,Premium,Web,Telco-Bundle,1
1611,141,Ad-Supported,Tablet,Telco-Bundle,4
1612,354,Ad-Supported,Mobile,Telco-Bundle,11
1613,276,Premium,Tablet,Paid-Social,9
1614,196,Premium,Tablet,Paid-Social,6
1615,113,Ad-Supported,Mobile,Telco-Bundle,3
1616,57,Premium,CTV,Paid-Social,1
1617,109,Ad-Supported,CTV,Telco-Bundle,3
1618,61,Ad-Supported,Mobile,Organic,2
1619,75,Ad-Supported,Mobile,Paid-Social,2
1620,275,Ad-Supported,Mobile,Paid-Social,9
1621,53,Premium,Web,Telco-Bundle,1
1622,19,Premium,Mobile,Organic,0
1623,217,Premium,Web,Paid-Social,7
1624,115,Ad-Supported,CTV,Telco-Bundle,3
1625,182,Ad-Supported,CTV,Paid-Social,6
1626,56,Ad-Supported,Mobile,Telco-Bundle,1
1627,84,Premium,Mobile,Organic,2
1628,176,Ad-Supported,Mobile,Paid-Social,5
1629,276,Ad-Supported,Mobile,Paid-Social,9
1630,166,Premium,Mobile,Paid-Social,5
1631,217,Premium,Mobile,Telco-Bundle,7
1632,209,Ad-Supported,Mobile,Organic,6
1633,108,Ad-Supported,CTV,Paid-Social,3
1634,112,Premium,Mobile,Organic,3
1635,170,Ad-Supported,Mobile,Telco-Bundle,5
1636,13,Ad-Supported,Web,Telco-Bundle,0
1637,274,Premium,CTV,Organic,9
1638,246,Ad-Supported,Web,Paid-Social,8
1639,123,Ad-Supported,CTV,Paid-Social,4
1640,150,Ad-Supported,Mobile,Telco-Bundle,5
1641,132,Ad-Supported,Web,Organic,4
1642,260,Ad-Supported,Web,Paid-Social,8
1643,304,Ad-Supported,CTV,Telco-Bundle,10
1644,44,Ad-Supported,CTV,Paid-Social,1
1645,165,Ad-Supported,Mobile,Telco-Bundle,5
1646,6,Premium,Mobile,Paid-Social,0
1647,181,Premium,Web,Referral,6
1648,100,Ad-Supported,CTV,Organic,3
1649,134,Ad-Supported,Mobile,Organic,4
1650,183,Premium,Mobile,Paid-Social,6
1651,130,Premium,Mobile,Paid-Social,4
1652,158,Premium,Mobile,Telco-Bundle,5
1653,306,Ad-Supported,Mobile,Organic,10
1654,324,Ad-Supported,Web,Organic,10
1655,3,Ad-Supported,Mobile,Telco-Bundle,0
1656,151,Premium,Mobile,Organic,5
1657,338,Ad-Supported,Mobile,Telco-Bundle,11
1658,212,Ad-Supported,CTV,Telco-Bundle,7
1659,82,Ad-Supported,CTV,Organic,2
1660,237,Ad-Supported,CTV,Telco-Bundle,7
1661,58,Ad-Supported,Tablet,Telco-Bundle,1
1662,9,Ad-Supported,Tablet,Telco-Bundle,0
1663,253,Premium,Web,Organic,8
1664,206,Premium,Web,Paid-Social,6
1665,302,Premium,Mobile,Referral,10
1666,138,Ad-Supported,CTV,Paid-Social,4
1667,341,Premium,Mobile,Organic,11
1668,169,Premium,Web,Organic,5
1669,295,Ad-Supported,Mobile,Telco-Bundle,9
1670,41,Ad-Supported,Mobile,Telco-Bundle,1
1671,39,Premium,Mobile,Referral,1
1672,313,Ad-Supported,CTV,Referral,10
1673,333,Ad-Supported,CTV,Organic,11
1674,377,Ad-Supported,Mobile,Telco-Bundle,12
1675,130,Ad-Supported,CTV,Organic,4
1676,9,Ad-Supported,Mobile,Organic,0
1677,391,Ad-Supported,Web,Organic,13
1678,240,Ad-Supported,Mobile,Referral,8
1679,99,Premium,Mobile,Organic,3
1680,305,Ad-Supported,CTV,Paid-Social,10
1681,361,Ad-Supported,CTV,Paid-Social,12
1682,114,Ad-Supported,Web,Organic,3
1683,308,Premium,CTV,Paid-Social,10
1684,315,Premium,Tablet,Organic,10
1685,201,Ad-Supported,Mobile,Paid-Social,6
1686,253,Ad-Supported,Mobile,Paid-Social,8
1687,108,Ad-Supported,Tablet,Telco-Bundle,3
1688,371,Ad-Supported,Mobile,Telco-Bundle,12
1689,393,Premium,Web,Telco-Bundle,13
1690,392,Ad-Supported,Mobile,Paid-Social,13
1691,295,Premium,Mobile,Organic,9
1692,17,Ad-Supported,Mobile,Paid-Social,0
1693,147,Ad-Supported,CTV,Referral,4
1694,178,Premium,Web,Organic,5
1695,383,Ad-Supported,Mobile,Organic,12
1696,219,Premium,Mobile,Referral,7
1697,214,Ad-Supported,Mobile,Referral,7
1698,59,Premium,Mobile,Organic,1
1699,317,Ad-Supported,Mobile,Telco-Bundle,10
1700,135,Ad-Supported,Tablet,Paid-Social,4
1701,37,Premium,Mobile,Paid-Social,1
1702,395,Ad-Supported,Mobile,Paid-Social,13
1703,76,Ad-Supported,Mobile,Referral,2
1704,7,Premium,Mobile,Organic,0
1705,32,Ad-Supported,Mobile,Telco-Bundle,1
1706,181,Premium,CTV,Organic,6
1707,42,Premium,CTV,Telco-Bundle,1
1708,337,Premium,Web,Telco-Bundle,11
1709,205,Ad-Supported,Mobile,Telco-Bundle,6
1710,130,Ad-Supported,CTV,Referral,4
1711,2,Premium,Web,Telco-Bundle,0
1712,192,Ad-Supported,Web,Telco-Bundle,6
1713,61,Ad-Supported,Web,Organic,2
1714,391,Ad-Supported,Mobile,Referral,13
1715,117,Ad-Supported,Tablet,Paid-Social,3
1716,190,Ad-Supported,Web,Paid-Social,6
1717,8,Premium,Web,Paid-Social,0
1718,53,Premium,CTV,Paid-Social,1
1719,83,Premium,Tablet,Paid-Social,2
1720,21,Ad-Supported,Mobile,Organic,0
1721,290,Ad-Supported,CTV,Organic,9
1722,378,Ad-Supported,CTV,Referral,12
1723,394,Premium,CTV,Referral,13
1724,107,Ad-Supported,Web,Paid-Social,3
1725,315,Ad-Supported,Mobile,Referral,10
1726,202,Ad-Supported,Mobile,Paid-Social,6
1727,19,Premium,Mobile,Paid-Social,0
1728,37,Premium,CTV,Referral,1
1729,219,Premium,CTV,Telco-Bundle,7
1730,170,Ad-Supported,Web,Telco-Bundle,5
1731,4,Premium,Web,Paid-Social,0
1732,372,Ad-Supported,CTV,Paid-Social,12
1733,292,Ad-Supported,Mobile,Organic,9
1734,201,Ad-Supported,CTV,Referral,6
1735,394,Ad-Supported,Web,Organic,13
1736,388,Ad-Supported,CTV,Paid-Social,12
1737,389,Ad-Supported,Web,Organic,12
1738,104,Ad-Supported,Tablet,Telco-Bundle,3
1739,352,Premium,Mobile,Paid-Social,11
1740,202,Premium,CTV,Telco-Bundle,6
1741,290,Premium,CTV,Paid-Social,9
1742,343,Ad-Supported,Mobile,Organic,11
1743,66,Ad-Supported,Mobile,Organic,2
1744,179,Premium,Mobile,Organic,5
1745,52,Ad-Supported,Mobile,Telco-Bundle,1
1746,112,Ad-Supported,CTV,Telco-Bundle,3
1747,165,Ad-Supported,Mobile,Organic,5
1748,342,Premium,Mobile,Paid-Social,11
1749,345,Ad-Supported,CTV,Organic,11
1750,156,Premium,Mobile,Telco-Bundle,5
1751,132,Ad-Supported,Web,Referral,4
1752,212,Ad-Supported,Mobile,Telco-Bundle,7
1753,364,Ad-Supported,Mobile,Organic,12
1754,390,Ad-Supported,Tablet,Paid-Social,13
1755,91,Ad-Supported,Web,Referral,3
1756,75,Premium,CTV,Organic,2
1757,283,Ad-Supported,Web,Telco-Bundle,9
1758,121,Ad-Supported,Mobile,Referral,4
1759,80,Premium,Web,Telco-Bundle,2
1760,13,Ad-Supported,Mobile,Telco-Bundle,0
1761,161,Ad-Supported,Mobile,Paid-Social,5
1762,157,Ad-Supported,Mobile,Referral,5
1763,225,Ad-Supported,Web,Paid-Social,7
1764,80,Ad-Supported,Mobile,Referral,2
1765,286,Premium,Mobile,Paid-Social,9
1766,272,Ad-Supported,Mobile,Telco-Bundle,9
1767,185,Premium,CTV,Referral,6
1768,73,Ad-Supported,Mobile,Paid-Social,2
1769,203,Premium,CTV,Organic,6
1770,270,Premium,Mobile,Organic,9
1771,149,Ad-Supported,Web,Telco-Bundle,4
1772,106,Ad-Supported,Mobile,Telco-Bundle,3
1773,203,Ad-Supported,Tablet,Organic,6
1774,142,Premium,Mobile,Telco-Bundle,4
1775,160,Premium,Mobile,Referral,5
1776,140,Ad-Supported,Mobile,Telco-Bundle,4
1777,122,Premium,Mobile,Telco-Bundle,4
1778,286,Ad-Supported,Mobile,Referral,9
1779,184,Ad-Supported,Mobile,Telco-Bundle,6
1780,187,Premium,Web,Organic,6
1781,261,Ad-Supported,CTV,Referral,8
1782,145,Ad-Supported,Mobile,Paid-Social,4
1783,41,Premium,Mobile,Referral,1
1784,341,Ad-Supported,Mobile,Telco-Bundle,11
1785,23,Premium,Mobile,Telco-Bundle,0
1786,229,Ad-Supported,Mobile,Organic,7
1787,107,Ad-Supported,Mobile,Organic,3
1788,86,Ad-Supported,Mobile,Organic,2
1789,17,Premium,Tablet,Telco-Bundle,0
1790,360,Ad-Supported,CTV,Telco-Bundle,12
1791,172,Ad-Supported,Web,Organic,5
1792,137,Premium,Mobile,Organic,4
1793,296,Premium,Web,Telco-Bundle,9
1794,16,Premium,Mobile,Organic,0
1795,226,Ad-Supported,Mobile,Organic,7
1796,198,Ad-Supported,Web,Organic,6
1797,221,Ad-Supported,Mobile,Telco-Bundle,7
1798,50,Premium,Mobile,Paid-Social,1
1799,381,Premium,Web,Telco-Bundle,12
1800,96,Premium,CTV,Organic,3
1801,271,Ad-Supported,CTV,Organic,9
1802,299,Ad-Supported,Mobile,Telco-Bundle,9
1803,138,Ad-Supported,Mobile,Referral,4
1804,53,Ad-Supported,Tablet,Paid-Social,1
1805,119,Ad-Supported,Mobile,Telco-Bundle,3
1806,322,Ad-Supported,Mobile,Telco-Bundle,10
1807,362,Premium,Mobile,Referral,12
1808,374,Premium,Web,Paid-Social,12
1809,91,Premium,Web,Organic,3
1810,243,Premium,Mobile,Organic,8
1811,61,Premium,Tablet,Telco-Bundle,2
1812,284,Premium,Mobile,Telco-Bundle,9
1813,166,Ad-Supported,Web,Paid-Social,5
1814,285,Premium,Mobile,Organic,9
1815,274,Ad-Supported,Mobile,Organic,9
1816,397,Ad-Supported,Mobile,Paid-Social,13
1817,195,Ad-Supported,Tablet,Referral,6
1818,137,Premium,Web,Paid-Social,4
1819,211,Premium,CTV,Telco-Bundle,7
1820,65,Premium,Mobile,Paid-Social,2
1821,45,Premium,Mobile,Telco-Bundle,1
1822,208,Premium,Mobile,Telco-Bundle,6
1823,330,Ad-Supported,Mobile,Organic,11
1824,213,Premium,Mobile,Telco-Bundle,7
1825,312,Premium,CTV,Telco-Bundle,10
1826,71,Premium,CTV,Referral,2
1827,180,Ad-Supported,Web,Paid-Social,6
1828,245,Ad-Supported,Mobile,Organic,8
1829,139,Premium,Mobile,Paid-Social,4
1830,6,Ad-Supported,CTV,Telco-Bundle,0
1831,30,Ad-Supported,Mobile,Organic,1
1832,371,Ad-Supported,CTV,Referral,12
1833,242,Ad-Supported,Web,Organic,8
1834,106,Ad-Supported,Mobile,Referral,3
1835,104,Premium,Mobile,Paid-Social,3
1836,16,Premium,Web,Organic,0
1837,377,Premium,CTV,Paid-Social,12
1838,44,Ad-Supported,CTV,Telco-Bundle,1
1839,304,Ad-Supported,CTV,Telco-Bundle,10
1840,96,Ad-Supported,CTV,Paid-Social,3
1841,134,Ad-Supported,Mobile,Organic,4
1842,110,Ad-Supported,Web,Referral,3
1843,329,Premium,Web,Paid-Social,10
1844,14,Premium,Mobile,Organic,0
1845,141,Ad-Supported,Mobile,Telco-Bundle,4
1846,112,Ad-Supported,CTV,Organic,3
1847,109,Ad-Supported,CTV,Organic,3
1848,77,Ad-Supported,Mobile,Paid-Social,2
1849,365,Ad-Supported,CTV,Telco-Bundle,12
1850,152,Ad-Supported,CTV,Paid-Social,5
1851,167,Ad-Supported,CTV,Referral,5
1852,154,Ad-Supported,Mobile,Organic,5
1853,392,Premium,Mobile,Referral,13
1854,136,Ad-Supported,Mobile,Organic,4
1855,137,Ad-Supported,Web,Organic,4
1856,131,Ad-Supported,CTV,Organic,4
1857,131,Ad-Supported,Mobile,Organic,4
1858,36,Ad-Supported,Web,Paid-Social,1
1859,242,Premium,Mobile,Telco-Bundle,8
1860,11,Premium,CTV,Telco-Bundle,0
1861,91,Premium,Mobile,Telco-Bundle,3
1862,81,Ad-Supported,CTV,Organic,2
1863,117,Ad-Supported,CTV,Telco-Bundle,3
1864,302,Ad-Supported,Web,Paid-Social,10
1865,240,Ad-Supported,Mobile,Telco-Bundle,8
1866,396,Premium,Mobile,Telco-Bundle,13
1867,141,Ad-Supported,Mobile,Organic,4
1868,371,Ad-Supported,Tablet,Paid-Social,12
1869,18,Ad-Supported,Mobile,Referral,0
1870,202,Ad-Supported,CTV,Organic,6
1871,319,Premium,CTV,Telco-Bundle,10
1872,213,Ad-Supported,Mobile,Referral,7
1873,373,Ad-Supported,Mobile,Paid-Social,12
1874,126,Ad-Supported,Mobile,Paid-Social,4
1875,14,Premium,CTV,Paid-Social,0
1876,309,Ad-Supported,Tablet,Telco-Bundle,10
1877,28,Premium,Mobile,Paid-Social,0
1878,306,Ad-Supported,Tablet,Paid-Social,10
1879,293,Ad-Supported,Mobile,Organic,9
1880,337,Premium,Mobile,Referral,11
1881,192,Ad-Supported,Web,Telco-Bundle,6
1882,358,Ad-Supported,Web,Telco-Bundle,11
1883,68,Ad-Supported,Mobile,Referral,2
1884,174,Ad-Supported,CTV,Telco-Bundle,5
1885,49,Ad-Supported,Web,Referral,1
1886,306,Premium,Web,Organic,10
1887,285,Ad-Supported,CTV,Organic,9
1888,322,Ad-Supported,Mobile,Telco-Bundle,10
1889,305,Ad-Supported,Mobile,Paid-Social,10
1890,124,Premium,CTV,Paid-Social,4
1891,28,Ad-Supported,CTV,Telco-Bundle,0
1892,371,Ad-Supported,Mobile,Telco-Bundle,12
1893,197,Ad-Supported,Mobile,Organic,6
1894,38,Ad-Supported,Mobile,Paid-Social,1
1895,370,Premium,Mobile,Paid-Social,12
1896,397,Ad-Supported,Mobile,Organic,13
1897,178,Ad-Supported,Mobile,Organic,5
1898,308,Ad-Supported,Mobile,Paid-Social,10
1899,15,Premium,Web,Telco-Bundle,0
1900,38,Ad-Supported,CTV,Paid-Social,1
1901,111,Ad-Supported,Mobile,Paid-Social,3
1902,262,Ad-Supported,Mobile,Telco-Bundle,8
1903,54,Premium,Mobile,Organic,1
1904,14,Premium,CTV,Paid-Social,0
1905,267,Ad-Supported,CTV,Organic,8
1906,308,Premium,CTV,Telco-Bundle,10
1907,295,Premium,CTV,Organic,9
1908,319,Ad-Supported,Mobile,Paid-Social,10
1909,321,Ad-Supported,Mobile,Paid-Social,10
1910,241,Ad-Supported,Mobile,Telco-Bundle,8
1911,208,Ad-Supported,Mobile,Telco-Bundle,6
1912,342,Ad-Supported,Mobile,Referral,11
1913,139,Ad-Supported,CTV,Telco-Bundle,4
1914,40,Premium,Mobile,Organic,1
1915,301,Ad-Supported,CTV,Organic,10
1916,111,Premium,Mobile,Organic,3
1917,391,Ad-Supported,Mobile,Organic,13
1918,166,Ad-Supported,CTV,Organic,5
1919,340,Premium,Mobile,Paid-Social,11
1920,17,Ad-Supported,Mobile,Telco-Bundle,0
1921,264,Ad-Supported,Mobile,Telco-Bundle,8
1922,179,Ad-Supported,CTV,Organic,5
1923,185,Premium,Mobile,Paid-Social,6
1924,106,Ad-Supported,Tablet,Organic,3
1925,388,Ad-Supported,Tablet,Paid-Social,12
1926,157,Ad-Supported,Web,Paid-Social,5
1927,340,Ad-Supported,Mobile,Organic,11
1928,170,Ad-Supported,CTV,Organic,5
1929,20,Ad-Supported,Mobile,Referral,0
1930,351,Ad-Supported,Web,Paid-Social,11
1931,74,Ad-Supported,CTV,Paid-Social,2
1932,108,Premium,Mobile,Organic,3
1933,344,Premium,Mobile,Organic,11
1934,357,Ad-Supported,Web,Paid-Social,11
1935,366,Ad-Supported,Web,Referral,12
1936,170,Ad-Supported,CTV,Organic,5
1937,303,Premium,Mobile,Organic,10
1938,131,Ad-Supported,Web,Referral,4
1939,296,Ad-Supported,Web,Paid-Social,9
1940,201,Ad-Supported,Web,Organic,6
1941,21,Ad-Supported,Mobile,Telco-Bundle,0
1942,167,Ad-Supported,CTV,Paid-Social,5
1943,187,Ad-Supported,Web,Referral,6
1944,103,Premium,Mobile,Organic,3
1945,150,Ad-Supported,Mobile,Telco-Bundle,5
1946,201,Premium,Mobile,Organic,6
1947,20,Premium,Mobile,Telco-Bundle,0
1948,61,Ad-Supported,Web,Telco-Bundle,2
1949,306,Premium,Mobile,Telco-Bundle,10
1950,141,Premium,CTV,Telco-Bundle,4
1951,243,Premium,Mobile,Telco-Bundle,8
1952,226,Premium,Web,Organic,7
1953,220,Ad-Supported,Web,Organic,7
1954,165,Ad-Supported,CTV,Organic,5
1955,193,Ad-Supported,CTV,Paid-Social,6
1956,329,Ad-Supported,Mobile,Organic,10
1957,386,Ad-Supported,Web,Telco-Bundle,12
1958,103,Ad-Supported,CTV,Telco-Bundle,3
1959,268,Ad-Supported,Mobile,Referral,8
1960,387,Premium,Tablet,Paid-Social,12
1961,4,Premium,Mobile,Telco-Bundle,0
1962,314,Ad-Supported,CTV,Telco-Bundle,10
1963,199,Ad-Supported,Mobile,Referral,6
1964,387,Ad-Supported,CTV,Telco-Bundle,12
1965,231,Premium,Mobile,Organic,7
1966,335,Premium,Mobile,Organic,11
1967,67,Ad-Supported,Mobile,Referral,2
1968,57,Ad-Supported,Tablet,Telco-Bundle,1
1969,370,Ad-Supported,Mobile,Telco-Bundle,12
1970,211,Premium,CTV,Telco-Bundle,7
1971,223,Premium,CTV,Telco-Bundle,7
1972,68,Ad-Supported,Web,Telco-Bundle,2
1973,91,Ad-Supported,Mobile,Referral,3
1974,327,Ad-Supported,CTV,Referral,10
1975,122,Ad-Supported,Tablet,Paid-Social,4
1976,234,Premium,Mobile,Organic,7
1977,127,Premium,Mobile,Organic,4
1978,106,Ad-Supported,Web,Paid-Social,3
1979,67,Ad-Supported,Mobile,Telco-Bundle,2
1980,371,Ad-Supported,Mobile,Telco-Bundle,12
1981,376,Ad-Supported,Mobile,Paid-Social,12
1982,46,Ad-Supported,Web,Organic,1
1983,141,Premium,Tablet,Paid-Social,4
1984,225,Premium,CTV,Telco-Bundle,7
1985,153,Ad-Supported,CTV,Telco-Bundle,5
1986,288,Premium,Mobile,Organic,9
1987,104,Premium,Mobile,Paid-Social,3
1988,24,Ad-Supported,Mobile,Paid-Social,0
1989,135,Premium,Mobile,Paid-Social,4
1990,239,Ad-Supported,Mobile,Telco-Bundle,7
1991,73,Premium,CTV,Referral,2
1992,326,Ad-Supported,Mobile,Organic,10
1993,5,Ad-Supported,Mobile,Organic,0
1994,27,Ad-Supported,Mobile,Paid-Social,0
1995,204,Ad-Supported,Mobile,Organic,6
1996,205,Ad-Supported,Mobile,Paid-Social,6
1997,118,Premium,Mobile,Organic,3
1998,104,Ad-Supported,Mobile,Organic,3
1999,28,Ad-Supported,CTV,Telco-Bundle,0
2000,265,Premium,Web,Organic,8
2001,152,Ad-Supported,Web,Telco-Bundle,5
2002,48,Ad-Supported,Web,Organic,1
2003,160,Ad-Supported,CTV,Organic,5
2004,374,Ad-Supported,Web,Organic,12
2005,105,Ad-Supported,CTV,Organic,3
2006,357,Premium,CTV,Paid-Social,11
2007,104,Ad-Supported,Mobile,Telco-Bundle,3
2008,75,Ad-Supported,Mobile,Referral,2
2009,104,Ad-Supported,Mobile,Organic,3
2010,129,Premium,Mobile,Organic,4
2011,49,Ad-Supported,Web,Organic,1
2012,235,Premium,Mobile,Telco-Bundle,7
2013,134,Ad-Supported,CTV,Organic,4
2014,287,Ad-Supported,Web,Organic,9
2015,196,Ad-Supported,Mobile,Telco-Bundle,6
2016,177,Ad-Supported,Mobile,Telco-Bundle,5
2017,188,Ad-Supported,Mobile,Telco-Bundle,6
2018,63,Premium,Mobile,Organic,2
2019,285,Ad-Supported,Tablet,Paid-Social,9
2020,42,Ad-Supported,CTV,Organic,1
2021,288,Ad-Supported,CTV,Telco-Bundle,9
2022,399,Ad-Supported,CTV,Telco-Bundle,13
2023,305,Ad-Supported,CTV,Organic,10
2024,182,Ad-Supported,CTV,Telco-Bundle,6
2025,126,Ad-Supported,Mobile,Paid-Social,4
2026,349,Ad-Supported,Mobile,Telco-Bundle,11
2027,103,Ad-Supported,Mobile,Organic,3
2028,193,Ad-Supported,CTV,Paid-Social,6
2029,308,Ad-Supported,Web,Organic,10
2030,369,Ad-Supported,CTV,Telco-Bundle,12
2031,368,Premium,CTV,Organic,12
2032,36,Ad-Supported,Web,Organic,1
2033,359,Premium,Mobile,Telco-Bundle,11
2034,46,Ad-Supported,Mobile,Telco-Bundle,1
2035,234,Ad-Supported,Web,Telco-Bundle,7
2036,371,Ad-Supported,Web,Telco-Bundle,12
2037,262,Ad-Supported,CTV,Telco-Bundle,8
2038,379,Premium,Mobile,Telco-Bundle,12
2039,138,Premium,Tablet,Organic,4
2040,126,Ad-Supported,Web,Organic,4
2041,131,Premium,CTV,Paid-Social,4
2042,142,Ad-Supported,Mobile,Organic,4
2043,273,Ad-Supported,CTV,Paid-Social,9
2044,181,Premium,Web,Paid-Social,6
2045,295,Ad-Supported,Web,Organic,9
2046,167,Ad-Supported,CTV,Telco-Bundle,5
2047,123,Premium,CTV,Telco-Bundle,4
2048,76,Premium,CTV,Paid-Social,2
2049,220,Ad-Supported,CTV,Referral,7
2050,359,Ad-Supported,Mobile,Organic,11
2051,343,Premium,Mobile,Organic,11
2052,102,Ad-Supported,Mobile,Organic,3
2053,191,Ad-Supported,Web,Paid-Social,6
2054,282,Ad-Supported,Mobile,Organic,9
2055,245,Premium,Mobile,Telco-Bundle,8
2056,27,Premium,Web,Organic,0
2057,236,Premium,CTV,Paid-Social,7
2058,16,Ad-Supported,Mobile,Paid-Social,0
2059,47,Ad-Supported,Mobile,Organic,1
2060,261,Ad-Supported,Web,Telco-Bundle,8
2061,41,Premium,Mobile,Telco-Bundle,1
2062,136,Ad-Supported,Mobile,Telco-Bundle,4
2063,235,Ad-Supported,Mobile,Telco-Bundle,7
2064,262,Premium,Mobile,Paid-Social,8
2065,178,Ad-Supported,CTV,Paid-Social,5
2066,38,Premium,Mobile,Telco-Bundle,1
2067,319,Ad-Supported,CTV,Paid-Social,10
2068,379,Premium,Mobile,Paid-Social,12
2069,355,Ad-Supported,Mobile,Organic,11
2070,299,Ad-Supported,Mobile,Telco-Bundle,9
2071,161,Ad-Supported,Web,Organic,5
2072,350,Ad-Supported,Mobile,Referral,11
2073,195,Ad-Supported,Mobile,Organic,6
2074,55,Ad-Supported,Mobile,Paid-Social,1
2075,340,Ad-Supported,CTV,Organic,11
2076,128,Premium,Mobile,Organic,4
2077,375,Ad-Supported,Tablet,Organic,12
2078,147,Premium,CTV,Telco-Bundle,4
2079,347,Premium,CTV,Organic,11
2080,215,Ad-Supported,CTV,Organic,7
2081,187,Premium,Mobile,Organic,6
2082,119,Ad-Supported,Tablet,Organic,3
2083,334,Ad-Supported,Tablet,Referral,11
2084,25,Ad-Supported,Mobile,Paid-Social,0
2085,188,Premium,CTV,Telco-Bundle,6
2086,148,Ad-Supported,Mobile,Paid-Social,4
2087,217,Ad-Supported,CTV,Paid-Social,7
2088,102,Premium,Web,Telco-Bundle,3
2089,266,Ad-Supported,Tablet,Organic,8
2090,154,Premium,Mobile,Telco-Bundle,5
2091,76,Premium,CTV,Paid-Social,2
2092,79,Premium,CTV,Paid-Social,2
2093,278,Premium,Mobile,Referral,9
2094,105,Premium,CTV,Organic,3
2095,123,Ad-Supported,CTV,Referral,4
2096,251,Premium,Web,Referral,8
2097,132,Premium,Tablet,Organic,4
2098,155,Premium,Mobile,Organic,5
2099,98,Ad-Supported,Mobile,Telco-Bundle,3
2100,138,Premium,Mobile,Organic,4
2101,277,Ad-Supported,Mobile,Telco-Bundle,9
2102,214,Ad-Supported,Mobile,Organic,7
2103,399,Ad-Supported,Web,Organic,13
2104,308,Ad-Supported,Mobile,Paid-Social,10
2105,7,Premium,CTV,Telco-Bundle,0
2106,152,Ad-Supported,Mobile,Telco-Bundle,5
2107,116,Premium,Mobile,Telco-Bundle,3
2108,235,Premium,Web,Organic,7
2109,106,Ad-Supported,CTV,Paid-Social,3
2110,386,Premium,Mobile,Organic,12
2111,120,Ad-Supported,Web,Organic,4
2112,209,Premium,Mobile,Organic,6
2113,50,Premium,Mobile,Paid-Social,1
2114,364,Ad-Supported,Mobile,Organic,12
2115,364,Premium,CTV,Organic,12
2116,317,Ad-Supported,Mobile,Telco-Bundle,10
2117,141,Ad-Supported,Web,Organic,4
2118,24,Premium,CTV,Referral,0
2119,284,Ad-Supported,Mobile,Paid-Social,9
2120,172,Ad-Supported,Web,Organic,5
2121,396,Ad-Supported,Mobile,Telco-Bundle,13
2122,279,Ad-Supported,Mobile,Paid-Social,9
2123,215,Premium,Mobile,Telco-Bundle,7
2124,394,Ad-Supported,Mobile,Paid-Social,13
2125,320,Ad-Supported,Mobile,Paid-Social,10
2126,183,Ad-Supported,Mobile,Telco-Bundle,6
2127,8,Premium,CTV,Paid-Social,0
2128,38,Ad-Supported,Mobile,Paid-Social,1
2129,178,Ad-Supported,Mobile,Organic,5
2130,225,Ad-Supported,CTV,Organic,7
2131,13,Ad-Supported,Mobile,Organic,0
2132,51,Premium,CTV,Telco-Bundle,1
2133,282,Ad-Supported,CTV,Organic,9
2134,300,Ad-Supported,Mobile,Referral,10
2135,12,Premium,Mobile,Organic,0
2136,203,Ad-Supported,Mobile,Paid-Social,6
2137,33,Ad-Supported,Mobile,Organic,1
